2025-09-18 15:15:00.4564 | DEBUG | Registered model binder providers, in the following order: Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BinderTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ServicesModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.BodyModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.HeaderModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FloatingPointTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.EnumTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DateTimeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.SimpleTypeModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.TryParseModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CancellationTokenModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormCollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.KeyValuePairModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.DictionaryModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ArrayModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.CollectionModelBinderProvider, Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinderProvider 
2025-09-18 15:15:00.5190 | DEBUG | Hosting starting 
2025-09-18 15:15:00.5344 | DEBUG | Reading data from file 'C:\Users\User\AppData\Local\ASP.NET\DataProtection-Keys\key-cb61fb62-f4ef-41cd-9d69-58589f90bbdb.xml'. 
2025-09-18 15:15:00.5344 | DEBUG | Found key {cb61fb62-f4ef-41cd-9d69-58589f90bbdb}. 
2025-09-18 15:15:00.5499 | DEBUG | Considering key {cb61fb62-f4ef-41cd-9d69-58589f90bbdb} with expiration date 2025-12-16 08:29:21Z as default key. 
2025-09-18 15:15:00.5499 | DEBUG | Forwarded activator type request from Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Version=9.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.XmlEncryption.DpapiXmlDecryptor, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 
2025-09-18 15:15:00.5499 | DEBUG | Decrypting secret element using Windows DPAPI. 
2025-09-18 15:15:00.5499 | DEBUG | Forwarded activator type request from Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Version=9.0.0.0, Culture=neutral, PublicKeyToken=adb9793829ddae60 to Microsoft.AspNetCore.DataProtection.AuthenticatedEncryption.ConfigurationModel.AuthenticatedEncryptorDescriptorDeserializer, Microsoft.AspNetCore.DataProtection, Culture=neutral, PublicKeyToken=adb9793829ddae60 
2025-09-18 15:15:00.5499 | DEBUG | Opening CNG algorithm 'AES' from provider '(null)' with chaining mode CBC. 
2025-09-18 15:15:00.5499 | DEBUG | Opening CNG algorithm 'SHA256' from provider '(null)' with HMAC. 
2025-09-18 15:15:00.5499 | DEBUG | Using key {cb61fb62-f4ef-41cd-9d69-58589f90bbdb} as the default key. 
2025-09-18 15:15:00.5499 | DEBUG | Key ring with default key {cb61fb62-f4ef-41cd-9d69-58589f90bbdb} was loaded during application startup. 
2025-09-18 15:15:00.5499 | DEBUG | Middleware loaded 
2025-09-18 15:15:00.5499 | DEBUG | Middleware loaded. Script /_framework/aspnetcore-browser-refresh.js (16501 B). 
2025-09-18 15:15:00.5499 | DEBUG | Middleware loaded. Script /_framework/blazor-hotreload.js (799 B). 
2025-09-18 15:15:00.5917 | DEBUG | Middleware configuration started with options: {AllowedHosts = *, AllowEmptyHosts = True, IncludeFailureMessage = True} 
2025-09-18 15:15:00.5924 | DEBUG | Wildcard detected, all requests with hosts will be allowed. 
2025-09-18 15:15:00.5924 | DEBUG | Middleware loaded: DOTNET_MODIFIABLE_ASSEMBLIES=debug, __ASPNETCORE_BROWSER_TOOLS=true 
2025-09-18 15:15:00.6423 | DEBUG | Loaded hosting startup assembly ToDo.API 
2025-09-18 15:15:00.6423 | DEBUG | Loaded hosting startup assembly Microsoft.WebTools.ApiEndpointDiscovery 
2025-09-18 15:15:00.6423 | DEBUG | Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh 
2025-09-18 15:15:00.6423 | DEBUG | Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net 
2025-09-18 15:15:00.6423 | DEBUG | Executing API description provider 'EndpointMetadataApiDescriptionProvider' from assembly Microsoft.AspNetCore.Mvc.ApiExplorer v9.0.0.0. 
2025-09-18 15:15:00.6423 | DEBUG | Executing API description provider 'DefaultApiDescriptionProvider' from assembly Microsoft.AspNetCore.Mvc.ApiExplorer v9.0.0.0. 
2025-09-18 15:15:00.6786 | DEBUG | Hosting started 
2025-09-18 15:18:21.7438 | DEBUG | Connection id "0HNFMLLQNRLIU" received FIN. 
2025-09-18 15:18:21.7534 | DEBUG | Connection id "0HNFMLLQNRLIU" accepted. 
2025-09-18 15:18:21.7534 | DEBUG | Connection id "0HNFMLLQNRLIU" started. 
2025-09-18 15:18:21.7534 | DEBUG | Connection id "0HNFMLLQNRLIV" accepted. 
2025-09-18 15:18:21.7534 | DEBUG | Connection id "0HNFMLLQNRLIV" started. 
2025-09-18 15:18:21.7812 | DEBUG | Failed to authenticate HTTPS connection. System.IO.IOException: Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveHandshakeFrameAsync[TIOAdapter](CancellationToken cancellationToken)
   at System.Net.Security.SslStream.ForceAuthenticationAsync[TIOAdapter](Boolean receiveFirst, Byte[] reAuthenticationData, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware.OnConnectionAsync(ConnectionContext context)
2025-09-18 15:18:21.7812 | DEBUG | Connection id "0HNFMLLQNRLIU" stopped. 
2025-09-18 15:18:21.7812 | DEBUG | Connection id "0HNFMLLQNRLIU" sending FIN because: "The Socket transport's send loop completed gracefully." 
2025-09-18 15:18:21.8419 | DEBUG | Connection 0HNFMLLQNRLIV established using the following protocol: Tls13 
2025-09-18 15:18:21.9713 | DEBUG | 1 candidate(s) found for the request path '/api/user/register' 
2025-09-18 15:18:21.9713 | DEBUG | Endpoint 'ToDo.API.Controllers.UserController.Register (ToDo.API)' with route pattern 'api/User/register' is valid for the request path '/api/user/register' 
2025-09-18 15:18:21.9713 | DEBUG | Request matched endpoint 'ToDo.API.Controllers.UserController.Register (ToDo.API)' 
2025-09-18 15:18:21.9922 | DEBUG | Connection id "0HNFMLLQNRLIV", Request id "0HNFMLLQNRLIV:00000001": started reading request body. 
2025-09-18 15:18:21.9922 | DEBUG | Connection id "0HNFMLLQNRLIV", Request id "0HNFMLLQNRLIV:00000001": done reading request body. 
2025-09-18 15:18:22.1613 | DEBUG | Connection id "0HNFMLLQNRLIV" completed keep alive response. 
